"country","face","unit","year","type","grade","exchange","value","cost","worth","source","comments"
"ireland","0.25","feoirling","1939","coin","vg","0.007459711&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$1.00","$1.00","nicholas kleinschmidt","bird"
"ireland","0.5","leath phingin","1967","coin","vg","0.007459711&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$1.00","$1.00","nicholas kleinschmidt","pig"
"ireland","1","pingin","1952","coin","vg","0.007459711&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$1.00","$1.00","nicholas kleinschmidt","cock"
"ireland","3","leath reul","1967","coin","vg","0.007459711&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.02","$1.00","$1.00","nicholas kleinschmidt","hare"
"ireland","1","penny","1990","coin","g","0.017903307&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.02","$0.00","$0.02","glenn wasson","hen"
"ireland","penny","2","1998","coin","0.017903307&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.04","$0.00","$0.04","ebay: randall leis","bird"
"ireland","6","reul","1928","coin","vg","0.007459711&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.04","$2.00","$2.00","nicholas kleinschmidt","dog"
"ireland","5","penny","1969","coin","NULL","0.017903307&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.09","$0.00","$0.09","glenn wasson","bull"
"ireland","penny","5","1994","coin","0.017903307&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.09","$0.00","$0.09","david coppit","bull"
"ireland","1","scilling","1968","coin","g","0.089516535&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.09","$2.50","$2.50","nicholas kleinschmidt","bull"
"ireland","2","flirn","1964","coin","0.089516535&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vg","$0.18","$0.00","$0.18","sarah wells","dolphin"
"ireland","10","penny","1993","coin","NULL","0.017903307&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.18","$0.00","$0.18","david coppit","fish"
"ireland","2.5","leath chorin","1964","coin","vg","0.089516535&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.22","$6.50","$6.50","nicholas kleinschmidt","horse"
"ireland","20","penny","1995","coin","NULL","0.017903307&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.36","$0.00","$0.36","david coppit","horse"
"ireland","penny","50","1988","coin","0.017903307&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.90","$0.00","$0.90","glenn wasson","coat of arms"
"ireland","1","punt","1976","note","unc","1.790330703&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$1.79","$9.14","$9.14","ebay: john miles hamilton","woman"
"ireland","punt","1","1990","coin","1.790330703&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$1.79","$1.00","$1.79","david coppit","elk"
"isle of man","0.5","penny","1813","coin","NULL","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","rashmi srinivasa","george iii"
"isle of man","0.5","penny","1971","coin","NULL","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.19","$0.19","ebay: sean sewell","young elizabeth ii"
"israel","1","agorat","NULL","coin","NULL","0.0000024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.20","$0.20","rashmi srinivasa"
"israel","1","new agorat","NULL","coin","NULL","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","gabriel robins"
"israel","1","new sheqel","NULL","coin","vf","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.24","$0.00","$0.24","arvind natrajan"
"israel","new sheqel","2","NULL","coin","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","$0.49","$0.00","arvind natrajan","$0.49"
"israel","5","agorat","NULL","coin","NULL","0.0000024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","gabriel robins"
"israel","5","new agorat","NULL","coin","NULL","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","gabriel robins","$0.00"
"israel","5","new sheqel","NULL","coin","f","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$1.22","$0.00","$1.22","arvind natrajan"
"israel","10","agorat","NULL","coin","NULL","0.0000024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","gabriel robins"
"israel","agorat","10","NULL","coin","0.0000024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","gabriel robins","$0.00"
"israel","10","new agorat","NULL","coin","NULL","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","gabriel robins","$0.00"
"israel","10","agorod","1981","coin","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","constantin reif"
"israel","10","new sheqel","NULL","coin","f","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$2.43","$0.00","$2.43","arvind natrajan"
"israel","25","agorat","NULL","coin","NULL","0.0000024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","gabriel robins"
"israel","0.5","sheqel","NULL","coin","NULL","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","gabriel robins","$0.00"
"israel","sheqel","0.5","NULL","coin","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","gabriel robins","$0.00"
"israel","0.5","new sheqel","NULL","coin","NULL","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.12","$0.00","gabriel robins","$0.12"
"israel","1","sheqel","1978","note","NULL","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.22","$0.22","ebay: michael cartz","moshe montefiori"
"israel","sheqel","1","NULL","coin","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","gabriel robins"
"israel","sheqel","1","NULL","coin","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","gabriel robins","$0.00","$0.00","$0.00"
"israel","1","new sheqel","NULL","coin","NULL","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","gabriel robins","$0.24","$0.00","$0.24"
"israel","5","sheqel","1968","note","NULL","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","gabriel robins","$0.00","$0.00","$0.00","albert einstein"
"israel","sheqel","10","NULL","coin","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","gabriel robins","$0.00","$0.00","$0.00"
"israel","10","new sheqel","1992","note","NULL","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$2.43","$9.00","$9.00","charlottesville coin store","golda meir"
"israel","new sheqel","20","1993","note","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$4.86","$5.00","$5.00","dale newfield","moshe sharett"
"israel","new sheqel","20","2008","note","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","$4.86","$0.00","$4.86","arvind natrajan","moshe sharett plastic"
"israel","50","sheqel","1978","note","NULL","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","gabriel robins","david ben-gurion"
"israel","sheqel","50","1984","coin","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","$0.01","constantin reif"
"israel","50","new sheqel","2007","note","f","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$12.16","$0.00","$12.16","arvind natrajan","shmuel yosef agnon plastic"
"israel","100","sheqel","NULL","coin","NULL","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.02","$0.00","$0.02","gabriel robins"
"israel","100","new sheqel","2007","note","f","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$24.31","$0.00","$24.31","arvind natrajan","itzhak ben-zvi"
"israel","new sheqel","200","2006","note","0.24313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","$48.63","$0.00","arvind natrajan","$48.63","zalman shazar"
"israel","500","sheqel","1982","note","NULL","0.00024313&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.12","$0.00","$0.12","gabriel robins","baron edmond de rothschild"
"italy","2","centismo","1861","coin","NULL","0.00000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: tom yancey","victor emmanuel ii"
"italy","5","centismo","1862","coin","NULL","0.00000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: tom yancey","victor emmanuel ii"
"italy","5","centismo","1954","coin","NULL","0.00000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.19","$0.19","ebay: sean sewell","plough"
"italy","10","centismo","1852","coin","NULL","0.00000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: tom yancey","victor emmanuel ii"
"italy","10","centismo","1954","coin","NULL","0.00000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: tom yancey","$0.00","$0.00","$0.00","plough"
"italy","20","centismo","1918","coin","NULL","0.00000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.59","$0.59","charlottesville coin store"
"italy","20","centismo","1936","coin","NULL","0.00000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: randall leis","victor emmanuel iii"
"italy","20","lira","1957","coin","NULL","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: randall leis","$0.01","$0.00","$0.01","leaves"
"italy","lira","50","1977","coin","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.04","$0.03","$0.04","travel to italy","blacksmith"
"italy","lira","100","NULL","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.07","$0.22","$0.22","ebay: michael cartz","athena"
"italy","lira","100","1965","coin","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.07","$0.07","$0.07","travel to italy","athena"
"italy","lira","100","1976","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.07","$0.22","$0.22","ebay: michael cartz","credito italiano"
"italy","lira","100","1976","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","ebay: michael cartz","$0.07","$0.22","$0.22","bancario italiano"
"italy","lira","100","1995","coin","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.07","$0.00","$0.07","ebay: randall leis","fao world"
"italy","lira","100","1996","coin","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.07","$0.07","$0.07","travel to italy"
"italy","lira","200","1991","coin","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","travel to italy","$0.15","$0.13","$0.15"
"italy","lira","200","1995","coin","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","travel to italy","$0.15","$0.13","$0.15"
"italy","lira","200","1996","coin","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","travel to italy","$0.15","$0.13","$0.15"
"italy","lira","500","1976","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.36","$0.22","$0.36","ebay: michael cartz","mercury"
"italy","lira","500","1990","coin","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.36","$0.33","$0.36","travel to italy"
"italy","lira","500","1996","coin","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","travel to italy","$0.36","$0.33","$0.36"
"italy","lira","500","1998","coin","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.36","$0.00","$0.36","bonnie gardner","ifad"
"italy","lira","1000","1962","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.73","$0.75","$0.75","charlottesville coin store","g. verdi"
"italy","lira","1000","1969","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.73","$0.22","$0.73","ebay: michael cartz","g. verdi"
"italy","lira","1000","1982","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.73","$0.00","$0.73","karine & anh nguyen-tuong","marco polo"
"italy","lira","1000","1990","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.73","$0.67","$0.73","travel to italy","montessori"
"italy","lira","1000","1997","coin","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.73","$0.00","$0.73","bonnie gardner","map of europe"
"italy","lira","2000","1990","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$1.46","$1.00","$1.46","charlottesville coin store","g. marcono"
"italy","lira","5000","1985","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$3.64","$3.33","$3.64","travel to italy","a. volta"
"italy","lira","10000","1982","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","$7.28","$9.03","$9.03","ebay: dimitry bouznik"
"italy","lira","10000","1984","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$7.28","$6.67","$7.28","travel to italy"
"italy","lira","50000","1992","note","0.000728204&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$36.41","$25.00","$36.41","karine & anh nguyen-tuong"
"jamaica","1","farthing","1942","coin","NULL","0.0000218685&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: randall leis","george vi"
"jamaica","1","cent","1972","coin","xf","0.0000874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","bruce broker","let us produce more food"
"jamaica","cent","5","1996","coin","0.0000874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.50","$0.50","ebay: eric farnsworth","crocodile"
"jamaica","cent","10","1987","coin","0.0000874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.60","$0.60","ebay: tom yancey","lignum vitae tree"
"jamaica","cent","10","1993","coin","0.0000874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.60","$0.60","ebay: eric farnsworth","paul bogle"
"jamaica","cent","10","1996","coin","0.0000874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","ebay: randall leis","paul bogle copper"
"jamaica","cent","25","1996","coin","0.0000874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.75","$0.75","ebay: eric farnsworth","bird"
"jamaica","cent","25","1996","coin","0.0000874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","ebay: eric farnsworth","$0.00","$0.75","$0.75","marcus garvey"
"jamaica","cent","50","1996","coin","0.0000874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","ebay: eric farnsworth","$0.00","$1.50","$1.50","marcus garvey"
"jamaica","1","dollar","1991","coin","NULL","0.00874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: eric farnsworth","$0.01","$3.00","$3.00","alexander bustamante yellow coin"
"jamaica","dollar","1","1996","coin","0.00874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","$0.01","bobbette findley","alexander bustamante small coin"
"jamaica","dollar","2","1993","note","0.00874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.02","$0.00","$0.02","NULL","paul bogle"
"jamaica","dollar","5","1995","coin","0.00874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.04","$0.00","$0.04","bobbette findley","norman manley"
"jamaica","dollar","10","1999","coin","0.00874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","unc","$0.09","$0.00","$0.09","bruce broker","george william gordon"
"jamaica","dollar","20","1995","note","0.00874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.17","$0.00","$0.17","bobbette findley","noel n nethersole"
"jamaica","dollar","100","1994","note","0.00874738&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","bobbette findley","$0.87","$0.00","$0.87","sir donald sangster"
"japan","1","sen","8=1919","coin","NULL","0.0000866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","NULL","flower"
"japan","1","sen","NULL","coin","NULL","0.0000866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: sean sewell"
"japan","50","sen","NULL","coin","NULL","0.0000866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00"
"japan","1","yen","NULL","coin","NULL","0.00866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","jaison jacob"
"japan","yen","1","NULL","note","0.00866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","$0.01","maryland stamps & coins"
"japan","yen","5","NULL","coin","0.00866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.04","$0.00","$0.04","hiroko & john schierman"
"japan","yen","10","NULL","coin","0.00866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","hiroko & john schierman","$0.09","$0.00","$0.09"
"japan","yen","50","NULL","coin","0.00866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","hiroko & john schierman","$0.43","$0.00","$0.43"
"japan","yen","50","NULL","note","0.00866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.43","$0.00","$0.43","glenn wasson","mountains"
"japan","yen","100","NULL","coin","0.00866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.87","$0.00","$0.87","hiroko & john schierman"
"japan","yen","500","NULL","coin","0.00866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","hiroko & john schierman","$4.33","$0.00","$4.33"
"japan","yen","500","NULL","coin","0.00866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","$4.33","$0.00","$4.33","cherry chi chang"
"japan","yen","1000","NULL","note","0.00866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$8.66","$0.00","$8.66","arvind natrajan","herons"
"japan","yen","5000","NULL","note","0.00866311&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$43.32","$42.00","$43.32","mike walker","mount fujiyama"
