"country","city","airport","3lett","4lett"
"nepal","ramechhap","ramechhap","rhp","vnrc"
"nepal","rukumkot","rukumkot","ruk","vnrk"
"nepal","rumjatar","rumjatar","rum","vnrt"
"nepal","sanfebagar","sanfebagar","feb","vnsr"
"nepal","simara","simara","sif","vnsi"
"nepal","simikot","simikot","imk","vnst"
"nepal","surkhet","surkhet","skh","vnsk"
"nepal","tumlingtar","tumlingtar","tmi","vntr"
"netherlands","amsterdam","amsterdam schiphol airport","ams","eham"
"netherlands","enschede","enschede airport twente","ens","ehtw"
"netherlands","groningen-eelde","groningen airport eelde","grq","ehgg"
"netherlands","lelystad","lelystad airport","ley","ehle"
"netherlands","maastricht","maastricht aachen airport","mst","ehbk"
"netherlands","rotterdam","rotterdam airport","rtm","ehrd"
"netherlands antilles","bonaire","flamingo intl airport","bon","tncb"
"netherlands antilles","curacao","hato intl airport","cur","tncc"
"netherlands antilles","saba","juancho e. yrausquin airport","sab","tncs"
"netherlands antilles","sint eustatius","f.d. roosevelt airport","eux","tnce"
"netherlands antilles","sint maarten","princess juliana intl airport","sxm","tncm"
"new caledonia (france)","des pins is.","moue","ilp","nwwe"
"new caledonia (france)","houailou","nesson","hlu","nwwh"
"new caledonia (france)","kone","kone","knq","nwwd"
"new caledonia (france)","koumac","koumac","koc","nwwk"
"new caledonia (france)","lifou","ouanaham","lif","nwwl"
"new caledonia (france)","mare","la roche aero","mee","nwwr"
"new caledonia (france)","noumea","magenta","gea","nwwm"
"new caledonia (france)","noumea","tontouta","nou","nwww"
"new caledonia (france)","ouvea","ouloup","uve","nwwv"
"new caledonia (france)","touho","touho","tou","nwwu"
"new zealand","alexandra","alexandra","alr","nzlx"
"new zealand","ashburton","ashburton","asg","nzas"
"new zealand","auckland","auckland intl airport","akl","nzaa"
"new zealand","blenheim","woodbourne (military)","bhe","nzwb"
"new zealand","chatham is","chatham is/tuuta","cht","nzci"
"new zealand","christchurch","christchurch intl","chc","nzch"
"new zealand","dunedin","dunedin","dud","nzdn"
"new zealand","gisborne","gisborne","gis","nzgs"
"new zealand","glentanner","glentanner","gtn","nzgt"
"new zealand","great barrier","great barrier","gbz","nzgb"
"new zealand","greymouth","greymouth","gmn","nzgm"
"new zealand","hamilton","hamilton intl airport","hlz","nzhn"
"new zealand","hokitika","hokitika","hkk","nzhk"
"new zealand","invercargill","invercargill","ivc","nznv"
"new zealand","kaikohe","kaikohe","kko","nzko"
"new zealand","kaikoura","kaikoura","kbz","nzki"
"new zealand","kaitaia","kaitaia","kat","nzkt"
"new zealand","kerikeri","kerikeri","kke","nzkk"
"new zealand","masterton","masterton","mro","nzms"
"new zealand","matamata","matamata","mta","nzma"
"new zealand","milford sound","milford sound","mfn","nzmf"
"new zealand","mount cook","mount cook","mon","nzmc"
"new zealand","napier","napier","npe","nznr"
"new zealand","nelson","nelson","nsn","nzns"
"new zealand","new plymouth","new plymouth","npl","nznp"
"new zealand","oamaru","oamaru","oam","nzou"
"new zealand","ohakea","ohakea(military)","oha","nzoh"
"new zealand","palmerston north","palmerston north","pmr","nzpm"
"new zealand","paraparaumu","paraparaumu","ppq","nzpp"
"new zealand","queenstown","queenstown","zqn","nzqn"
"new zealand","raglan","raglan","rag","nzra"
"new zealand","rotorua","rotorua","rot","nzro"
"new zealand","taupo","taupo","tuo","nzap"
"new zealand","tauranga","tauranga","trg","nztg"
"new zealand","thames","thames","tmz","nzth"
"new zealand","timaru","timaru","tiu","nztu"
"new zealand","wairoa","wairoa","wir","nzwo"
"new zealand","wanaka","wanaka","wka","nzwf"
"new zealand","wanganui","wanganui","wag","nzwu"
"new zealand","wellington","wellington intl","wlg","nzwn"
"new zealand","westport","westport","wsz","nzws"
"new zealand","whakatane","whakatane","whk","nzwk"
"new zealand","whangarei","whangarei","wre","nzwr"
"nicaragua","bluefields","bluefields","bef","mnbl"
"nicaragua","managua","augusto cesar sandino","mga","mnmg"
"nicaragua","puerto cabezas","puerto cabezas","puz","mnpc"
"niger","agades","manu dayak","ajy","drza"
"niger","maradi","maradi","mfq","drrm"
"niger","niamey","diori hamani","nim","drrn"
"niger","tahoua","tahoua","thz","drrt"
"niger","zinder","zinder","znd","drzr"
"nigeria","abuja","nnamdi azikiwe","abv","dnaa"
"nigeria","akure","akure","akr","dnak"
"nigeria","benin","benin","bni","dnbe"
"nigeria","calabar","calabar","cbq","dnca"
"nigeria","enugu","enugu","enu","dnen"
"nigeria","ibadan","new ibadan","iba","dnib"
"nigeria","ilorin","ilorin","ilr","dnil"
"nigeria","jos","jos","jos","dnjo"
"nigeria","kaduna","new kaduna","kad","dnka"
"nigeria","kano","mallam aminu kano","kan","dnkn"
"nigeria","lagos","murtala muhammed","los","dnmm"
"nigeria","maiduguri","maiduguri","miu","dnma"
"nigeria","minna","minna","mxj","dnmn"
"nigeria","port harcourt","port harcourt","phc","dnpo"
"nigeria","sokoto","siddiq abubakar iii intl","sko","dnso"
"nigeria","yola","yola","yol","dnyo"
"nigeria","zaria","zaria","zar","dnza"
"north korea","pyongyang","sunan","fnj","zkpy"
"northern mariana islands","rota","rota island","rop","pgro"
"northern mariana islands","saipan","obyan intl","spn","pgsn"
"norway","alesund","alesund airport","aes","enal"
"norway","alta","alta airport","alf","enat"
"norway","andenes","andoya airport","anx","enan"
"norway","bardufoss","bardufoss airport","bdu","endu"
"norway","batsfjord","batsfjord airport","bjf","enbs"
"norway","bergen","bergen airport flesland","bgo","enbr"
"norway","berlevag","berlevag airport","bvg","enbv"
"norway","bodo","bodo airport","boo","enbo"
"norway","bronnoysund","bronnoysund airport","bnn","enbn"
"norway","evenes","harstad-narvik airport","eve","enev"
"norway","fagernes","fagernes airport","vdb","enfg"
"norway","farsund","farsund airport","fan","enli"
"norway","floro","floro airport","fro","enfl"
"norway","forde","f","fde","enbl"
"norway","geilo","geilo airport","dld","endi"
"norway","gol","gol airport","gll","enkl"
"norway","hamar","hamar airport","hmr","enha"
"norway","hammerfest","hammerfest airport","hft","enhf"
"norway","hasvik","hasvik airport","haa","enhk"
"norway","haugesund","haugesund airport","hau","enhd"
"norway","honningsvag","honningsvag airport","hvg","enhv"
"norway","kautokeino","kautokeino airport","qkx","enka"
"norway","kirkenes","kirkenes airport","kkn","enkr"
"norway","kristiansand","kristiansand airport","krs","encn"
"norway","kristiansund","kristiansund airport","ksu","enkb"
"norway","lakselv","lakselv airport","lkl","enna"
"norway","leirvik","stord airport sorstokken","srp","enso"
"norway","leknes","leknes airport","lkn","enlk"
"norway","longyearbyen","svalbard airport","lyr","ensb"
"norway","mehamn","mehamn airport","meh","enmh"
"norway","mo i rana","mo i rana airport","mqn","enra"
"norway","molde","molde airport","mol","enml"
"norway","mosjoen","mosjoen airport","mjf","enms"
"norway","moss","moss airport rygge","ryg","enry"
"norway","namsos","namsos airport","osy","ennm"
"norway","narvik","narvik airport","nvk","ennk"
"norway","notodden","notodden airport","ntb","enno"
"norway","orland","orland main air station","ola","enol"
"norway","orsta / volda","orsta-volda airport","hov","enov"
"norway","oslo - gardermoen","oslo gardermoen airport","osl","engm"
"norway","roros","roros airport","rrs","enro"
"norway","rorvik","rorvik airport","rvk","enrm"
"norway","rost","rost airport","ret","enrs"
"norway","sandane","sandane airport","sdn","ensd"
"norway","sandefjord","sandefjord airport","trf","ento"
"norway","sandnessjoen","sandnessjoen airport","ssj","enst"
"norway","skien","skien airport","ske","ensn"
"norway","sogndal","sogndal airport","sog","ensg"
"norway","sorkjosen nordreisa","sorkjosen airport","soj","ensr"
"norway","stavanger","stavanger airport sola","svg","enzv"
"norway","stjordal","trondheim airport","trd","enva"
"norway","stokmarknes","stokmarknes airport","skn","ensk"
"norway","svolvaer","svolvae airport","svj","ensh"
"norway","tromso","tromso airport","tos","entc"
"norway","vadso","vadso airport","vds","envd"
"norway","vardo","vardo airport","vaw","enss"
"oman","khasab","khasab ab","khs","ookb"
"oman","marmul","marmul","omm","oonr"
"oman","masirah","masirah ab","msh","ooma"
"oman","muscat","seeb intl","mct","ooms"
"oman","salalah","salalah","sll","oosa"
"oman","thumrait","thumrait ab","tth","ooth"
"pakistan","bahawalpur","bahawalpur airport","bhv","opbw"
"pakistan","bannu","bannu airport","bnp","opbn"
"pakistan","chilas","chilas airport","chb","opcl"
"pakistan","chitral","chitral airport","cjl","opch"
"pakistan","dalbandin","dalbandin airport","dba","opdb"
"pakistan","dera ghazi khan","dera ghazi khan airport","dea","opdg"
"pakistan","dera ismail khan","dera ismail khan airport","dsk","opdi"
"pakistan","faisalabad","faisalabad intl airport","lyp","opfa"
"pakistan","gilgit","gilgit airport","gil","opgt"
"pakistan","gwadar","gwadar intl airport","gwd","opgd"
"pakistan","hyderabad","hyderabad airport","hdd","opkd"
"pakistan","islamabad","islamabad intl airport (mil./c","isb","oprn"
"pakistan","jiwani","jiwani airport","jiw","opji"
"pakistan","karachi","jinnah intl airport","khi","opkc"
"pakistan","khuzdar","khuzdar airport","kdd","opkh"
"pakistan","lahore","allama iqbal intl airport","lhe","opla"
"pakistan","mangla","mangla airport","xjm","opma"
"pakistan","mohenjo-daro","moenjodaro airport","mjd","opmj"
"pakistan","multan","multan intl airport","mux","opmt"
"pakistan","muzaffarabad","muzaffarabad airport","mfg","opmf"
"pakistan","nawabshah","nawabshah airport","wns","opnh"
"pakistan","ormara","ormara airport","orw","opor"
"pakistan","panjgur","panjgur airport","pjg","oppg"
"pakistan","parachinar","parachinar airport","paj","oppc"
"pakistan","pasni city","pasni airport","psi","oppi"
"pakistan","peshawar","peshawar intl airport","pew","opps"
"pakistan","quetta","quetta intl airport","uet","opqt"
"pakistan","rahimyar khan","shaikh zayed intl airport","ryk","oprk"
"pakistan","rawalakot","rawalakot airport","raz","oprt"
"pakistan","saidu sharif","saidu sharif airport","sdt","opss"
"pakistan","sehwan sharif","sehwan sharif airport","syw","opsn"
"pakistan","sibi","sibi airport","sbq","opsb"
"pakistan","sindhri tharparkar","sindhri airport","mpd","opmp"
"pakistan","skardu","skardu airport","kdu","opsd"
"pakistan","sui","sui airport","sul","opsu"
"pakistan","sukkur","sukkur airport","skz","opsk"
"pakistan","tarbela dam","tarbela dam airport","tlb","opta"
"pakistan","turbat","turbat airport","tuk","optu"
"pakistan","zhob","zhob airport","pzh","opzb"
"palau","koror","koror - babelthuap airport","ror","ptro"
"panama","bocas del toro","bocas del toro intl","boc","mpbo"
"panama","changuinola","cap. manuel nino intl","chx","mpch"
"panama","colon","enrique adolfo jimenez","onx","mpej"
"panama","david","enrique malek intl","dav","mpda"
"panama","jaque","jaque","jqe","mpje"
"panama","panama city","tocumen intl","pty","mpto"
"papua new guinea","goroka","goroka","gka","ayga"
"papua new guinea","lae","nadzab","lae","ayla"
"papua new guinea","madang","madang","mag","aymd"
"papua new guinea","mount hagen","mount hagen","hgu","aymh"
"papua new guinea","port moresby","port moresby jacksons intl","pom","aypy"
"papua new guinea","rabaul","rabaul","rab","ayrb"
"papua new guinea","wewak","wewak intl","wwk","aywk"
"paraguay","asuncion","asuncion silvio pettirossi int","asu","sgas"
"paraguay","encarnacion","quiteria","eno","sgen"
"peru","alerta","alerta","ald","spar"
"peru","andahuaylas","andahuaylas","ans","sphy"
"peru","anta","comandante german arias grazz*","ata","sphz"
"peru","arequipa","rodriguez ballon","aqp","spqu"
"peru","ayacucho","col alfredo mendivil duarte","ayp","spho"
"peru","bellavista","huallaga","blp","spbl"
"peru","cajamarca","gen armando revoredo iglesias","cja","spjr"
"peru","chachapoyas","chachapoyas","chh","sppy"
"peru","chiclayo","jose abelardo quinones gonzale","cix","sphi"
"peru","chimbote","teniente jaime a de montreuil","chm","speo"
"peru","cuzco","velazco astete","cuz","spzo"
"peru","huanuco","alferez david figueroa fernan","huu","spnc"
"peru","iberia","iberia","ibp","spbr"
"peru","iquitos","col francisco secada vignetta","iqt","spqt"
"peru","jauja","jauja","jau","spjj"
"peru","juanjui","juanjui","jji","spji"
"peru","juliaca","inca manco capac","jul","spjl"
"peru","leon velarde","shiringayoc o hda mejia","syc","spov"
"peru","lima-callao","jorge chavez intl","lim","spim"
"peru","moyobamba","moyobamba","mbp","spbb"
"peru","pisco","pisco","pio","spso"
"peru","piura","capt guillermo concha iberico","piu","spur"
"peru","pucallpa","david abenzur rengifo","pcl","spcl"
"peru","puerto maldonado","padre aldamiz","pem","sptu"
"peru","quincemil","quincemil","umi","spil"
"peru","rioja","rioja","rij","spja"
"peru","rodriguez de mendoza","san nicolas","rim","spln"
"peru","san juan de marcona","san juan de marcona","sja","spjn"
"peru","santa maria de fatima","santa maria de fatima","smg","sprn"
"peru","tacna","col carlos ciriani santa rosa","tcq","sptn"
"peru","talara","capitan montes","tyl","spyl"
"peru","tarapoto","cdte.guillermo d castillo par.","tpp","spst"
"peru","tingo maria","tingo maria","tgi","spgm"
"peru","trujillo","cap carlos martinez de pinill","tru","spru"
"peru","tumbes","pedro canga","tbp","spme"
"peru","yurimaguas","moises benzaquen rengifo","yms","spms"
"philippines","angeles city","diosdado macapagal intl airpor","crk","rplc"
"philippines","bacolod","bacolod city domestic airport","bcd","rpvb"
"philippines","bagabag","bagabag airport","bgn","rpuz"
"philippines","baguio","loakan airport","bag","rpub"
"philippines","baler","baler airport","bqa","rpur"
"philippines","basco","basco airport","bso","rpuo"
"philippines","bislig","bislig airport","bph","rpmf"
"philippines","bongao","sanga-sanga airport","sgs","rpmn"
"philippines","boracay / malay","godofredo p. ramos airport (ca","mph","rpve"
"philippines","busuanga / coron","busuanga airport (coron airpor","usu","rpvv"
"philippines","butuan","bancasi airport","bxu","rpme"
"philippines","cagayan de oro","lumbia airport","cgy","rpml"
"philippines","calapan","calapan airport","cpp","rpuk"
"philippines","calbayog","calbayog airport","cyp","rpvc"
"philippines","catarman","catarman national airport","crm","rpvf"
"philippines","cauayan","cauayan airport","cyz","rpuy"
"philippines","cebu / lapu-lapu city","mactan-cebu intl airport","ceb","rpvm"
"philippines","cotabato","awang airport","cbo","rpmc"
"philippines","cuyo","cuyo airport","cyu","rplo"
"philippines","daet","daet airport","dte","rpud"
"philippines","davao","francisco bangoy intl airport","dvo","rpmd"
"philippines","dipolog","dipolog airport","dpl","rpmg"
"philippines","dumaguete","sibulan airport","dgt","rpvd"
"philippines","gasan","marinduque airport","mrq","rpuw"
"philippines","general santos","general santos intl airport (t","ges","rpmr"
"philippines","guiuan","guiuan airport","saa","rpvg"
"philippines","hilongos","hilongos airport","hil","rpvh"
"philippines","iligan","maria cristina airport","ign","rpmi"
"philippines","iloilo","mandurriao airport","ilo","rpvi"
"philippines","ipil","ipil airport","ipe","rpmv"
"philippines","jolo","jolo airport","jol","rpmj"
"philippines","kalibo","kalibo airport","klo","rpvk"
"philippines","laoag","laoag intl airport","lao","rpli"
"philippines","legazpi","legazpi airport","lgp","rplp"
"philippines","liloy","liloy airport","lly","rpmx"
"philippines","lubang","lubang airport","lbx","rplu"
"philippines","malabang","malabang airport","mlp","rpmm"
"philippines","mambajao","camiguin airport","cgm","rpmh"
"philippines","mamburao","mamburao airport","mbo","rpum"
"philippines","manila","ninoy aquino intl airport","mnl","rpll"
"philippines","mapun","cagayan de sulu airport","cdy","rpmu"
"philippines","masbate","masbate airport","mbt","rpvj"
"philippines","mati","imelda r. marcos airport (mati","mxi","rpmq"
"philippines","naga / pili","naga airport","wnp","rpun"
"philippines","ormoc","ormoc airport","omc","rpvo"
"philippines","ozamis","labo airport","ozc","rpmo"
"philippines","pagadian","pagadian airport","pag","rpmp"
"philippines","puerto princesa","puerto princesa airport","pps","rpvp"
"philippines","roxas city","roxas airport","rxs","rpvr"
"philippines","san fernando","san fernando airport","sfe","rpus"
"philippines","san jose","evelio javier airport (antique","euq","rpvs"
"philippines","san jose","mcguire field (san jose airpor","sji","rpuh"
"philippines","siargao","siargao airport","sia","rpns"
"philippines","subic bay","subic bay intl airport","sfs","rplb"
"philippines","surallah","allah valley airport","aav","rpma"
"philippines","surigao","surigao airport","sug","rpms"
"philippines","tablas","tugdan airport","tbh","rpvu"
"philippines","tacloban","daniel z. romualdez airport","tac","rpva"
"philippines","tagbilaran","tagbilaran airport","tag","rpvt"
"philippines","tandag","tandag airport","tdg","rpmw"
"philippines","tuguegarao","tuguegarao airport","tug","rput"
"philippines","vigan","mindoro airport","vgn","rpuq"
"philippines","virac","virac airport","vrc","rpuv"
"philippines","zamboanga","zamboanga intl airport","zam","rpmz"
"poland","bydgoszcz","bydgoszcz ignacy jan paderewsk","bzg","epby"
"poland","gdansk","gdansk lech walesa airport","gdn","epgd"
"poland","krakow","john paul ii intl airport krak","krk","epkk"
"poland","lodz","lodz wladyslaw reymont airport","lcj","epll"
"poland","poznan","poznan-lawica airport","poz","eppo"
"poland","pyrzowice","katowice intl airport","ktw","epkt"
"poland","rzeszow","rzeszow-jasionka airport","rze","eprz"
"poland","szczecin","szczecin-goleniow solidarnosc","szz","epsc"
"poland","szczytno","szczytno-szymany intl airport","szy","epsy"
"poland","warsaw","warsaw frederic chopin airport","waw","epwa"
"poland","wroclaw","copernicus airport wroclaw","wro","epwr"
"poland","zielona gora","zielona gora intl airport","ieg","epzg"
"portugal","braga","braga airport","bgz","lpbr"
"portugal","braganca","braganca airport","bgc","lpbg"
"portugal","chaves","chaves airport","chv","lpch"
"portugal","coimbra","coimbra airport","cbp","lpco"
"portugal","corvo island","corvo airport","cvu","lpcr"
"portugal","covilha","covilha airport","cov","lpcv"
"portugal","faial island (horta)","horta airport","hor","lphr"
