"inverted common name","scientific name","where listed","lead region","listing status"
"navarretia adobe","navarretia nigelliformis ssp. nigelliformis","NULL","6","not listed"
"navarretia few-flowered","navarretia leucocephala ssp. pauciflora (=n. pauciflora)","NULL","8","e"
"navarretia many-flowered","navarretia leucocephala ssp. plieantha","NULL","8","e"
"navarretia piute mountains","navarretia setiloba","NULL","1","not listed"
"navarretia spreading","navarretia fossalis","NULL","8","t"
"navarretia yellow-bur","navarretia prolifera lutea","NULL","1","not listed"
"needlegrass hairy lemmon's","stipa lemmonii pubescens","NULL","1","not listed"
"needlegrass nodding","nassella cernua","NULL","1","ur"
"nehe","lipochaeta fauriei","NULL","1","e"
"nehe","lipochaeta integrifolia gracilis","NULL","1","not listed"
"nehe","lipochaeta integrifolia major","NULL","1","not listed"
"nehe","lipochaeta integrifolia megacephala","NULL","1","not listed"
"nehe","lipochaeta kamolensis","NULL","1","e"
"nehe","lipochaeta lavarum longifolia","NULL","1","not listed"
"nehe","lipochaeta lavarum salicifolia","NULL","1","not listed"
"nehe","lipochaeta lavarum skottsbergii","NULL","1","not listed"
"nehe","lipochaeta lobata lobata","NULL","1","not listed"
"nehe","lipochaeta lobata var. leptophylla","NULL","1","e"
"nehe","lipochaeta micrantha","NULL","1","e"
"nehe","lipochaeta perdita","NULL","1","not listed"
"nehe","lipochaeta populifolia","NULL","1","not listed"
"nehe","lipochaeta profusa robustior","NULL","1","not listed"
"nehe","lipochaeta subcordata membranacea","NULL","1","not listed"
"nehe","lipochaeta succulenta succulenta","NULL","1","not listed"
"nehe","lipochaeta tenuifolia","NULL","1","e"
"nehe","lipochaeta tenuis","NULL","1","not listed"
"nehe","lipochaeta waimeaensis","NULL","1","e"
"nehe bryan's","lipochaeta bryanii","NULL","1","not listed"
"nehe flexuous","lipochaeta flexuosa","NULL","1","not listed"
"nehe kuhiwa","phyllostegia mollis hochreutineri","NULL","1","not listed"
"nehe many-flowered","lipochaeta profusa profusa","NULL","1","not listed"
"nehe remy's","lipochaeta remyi","NULL","1","not listed"
"nehe rock's","lipochaeta rockii","NULL","1","not listed"
"nehe small-leaved","lipochaeta degeneri","NULL","1","not listed"
"nehe [unnamed]","lipochaeta alata alata","NULL","1","not listed"
"nekogigi (catfish)","coreobagrus ichikawai","entire","foreign","e"
"nemacladus twisselmann's","nemacladus twisselmannii","NULL","1","not listed"
"nepticulid moth american chestnut","ectodemia castaneae","entire","5","not listed"
"nepticulid moth phleophagan chestnut","ectodemia phleophaga","entire","5","not listed"
"newt black-spotted","notophthalmus meridionalis","entire","2","ur"
"newt coast range","taricha torosa ssp. torosa","entire","6","not listed"
"newt rough-skinned","taricha granulosa","entire","7","not listed"
"newt striped","notophthalmus perstriatus","entire","4","c"
"night-blooming cereus desert","cereus greggii greggii","NULL","2","not listed"
"nighthawk lesser","chordeiles acutipennis","entire","7","not listed"
"nightjar puerto rican","caprimulgus noctitherus","entire","4","e"
"nightshade narrow-leaved","solanum tenuilobatum","NULL","1","not listed"
"nightshade [unnamed]","solanum bahamense rugelii","NULL","4","not listed"
"nino de cota","laplacea portoricensis","NULL","4","not listed"
"nioi","eugenia koolauensis","NULL","1","e"
"niterwort amargosa","nitrophila mohavensis","NULL","8","e"
"no comment name","elimia lachryma","entire","4","not listed"
"no comment name","phytolacca sandwicensis","NULL","1","not listed"
"no comment name","pleurobema athearni","entire","4","not listed"
"no common name","abronia ammophila var.","NULL","6","not listed"
"no common name","abutilon eremitopetalum","NULL","1","e"
"no common name","abutilon parishii","NULL","2","not listed"
"no common name","abutilon sandwicense","NULL","1","e"
"no common name","abutilon virginianum","NULL","4","not listed"
"no common name","acarospora clauzadeana","NULL","2","not listed"
"no common name","acarospora clauzadeana","NULL","2","not listed"
"no common name","achyranthes atollensis","NULL","1","not listed"
"no common name","achyranthes mutica","NULL","1","e"
"no common name","achyranthes splendens splendens","NULL","1","not listed"
"no common name","adiantum vivesii","NULL","4","e"
"no common name","aerva sericea","NULL","1","not listed"
"no common name","afilia species","entire","2","not listed"
"no common name","agalinis purpurea carteri","NULL","4","not listed"
"no common name","agapema galbina","entire","2","not listed"
"no common name","agastache cusickii","NULL","1","not listed"
"no common name","agathon arizonicus","entire","2","not listed"
"no common name","agave eggersiana","NULL","4","c"
"no common name","agave mckelveyana","NULL","2","not listed"
"no common name","agave murpheyi","NULL","2","not listed"
"no common name","agave schottii treleasei","NULL","2","not listed"
"no common name","agave toumeyana bella","NULL","2","not listed"
"no common name","agave utahensis kaibabensis","NULL","2","not listed"
"no common name","agylla septentrionalis","entire","2","not listed"
"no common name","albiorix anophthalmus","entire","2","not listed"
"no common name","aletes filifolius","NULL","2","not listed"
"no common name","aletes humilis","NULL","6","not listed"
"no common name","alexicles aspersa","entire","2","not listed"
"no common name","allionia cristata","NULL","2","not listed"
"no common name","allomyia hector","entire","6","not listed"
"no common name","allowissadula holosericea","NULL","2","not listed"
"no common name","alsinidendron obovatum","NULL","1","e"
"no common name","alsinidendron trinerve","NULL","1","e"
"no common name","alsinidendron viscosum","NULL","1","e"
"no common name","alsophila brooksii","NULL","4","not listed"
"no common name","amaranthus brownii","NULL","1","e"
"no common name","ameletus edmundsi","entire","6","not listed"
"no common name","amergoniscus centalis","entire","2","not listed"
"no common name","amergoniscus gipsocolus","entire","2","not listed"
"no common name","amorpha brachycarpa","NULL","3","not listed"
"no common name","amsonia fugatei","NULL","2","not listed"
"no common name","amsonia tabernaemontana gattingeri","NULL","4","not listed"
"no common name","angelica scabrida","NULL","1","not listed"
"no common name","angelica wheeleri","NULL","6","not listed"
"no common name","antennaria aromatica","NULL","6","not listed"
"no common name","antennaria soliceps","NULL","1","not listed"
"no common name","apacheria chiricahuensis","NULL","2","not listed"
"no common name","apocheiridium reddelli","entire","2","not listed"
"no common name","apodemia chisosensis","entire","2","not listed"
"no common name","aquilegia barnebyi","NULL","6","not listed"
"no common name","aquilegia caerulea daileyae","NULL","6","not listed"
"no common name","aquilegia desertorum","NULL","2","not listed"
"no common name","aquilegia saximontana","NULL","6","not listed"
"no common name","arabis missouriensis deamii","NULL","3","not listed"
"no common name","arabis suffrutescens horizontalis","NULL","1","not listed"
"no common name","arceuthobium apachense","NULL","2","not listed"
"no common name","archeolarca welbourni","entire","2","not listed"
"no common name","arenaria franklinii thompsonii","NULL","1","not listed"
"no common name","arenaria kingii rosea","NULL","1","not listed"
"no common name","arenaria stenomeres","NULL","1","not listed"
"no common name","argemone arizonica","NULL","2","not listed"
"no common name","argemone glauca inermis","NULL","1","not listed"
"no common name","arida mattturneri","NULL","2","not listed"
"no common name","aristida chaseae","NULL","4","e"
"no common name","armoracia lacustris","NULL","3","not listed"
"no common name","arnica amplexicaulis piperi","NULL","1","not listed"
"no common name","arnica chionopappa","NULL","3","not listed"
"no common name","arnica paniculata","NULL","6","not listed"
"no common name","arnica venosa","NULL","1","not listed"
"no common name","artemisia biennis diffusa","NULL","6","not listed"
"no common name","artemisia ludoviciana estesii","NULL","1","not listed"
"no common name","artemisia papposa","NULL","1","not listed"
"no common name","artemisia unalaskensis aleutica","NULL","7","not listed"
"no common name","aspidoscelis arizonae","entire","2","ur"
"no common name","asplenium fragile var. insulare","NULL","1","e"
"no common name","asplenium schizophyllum","NULL","1","not listed"
"no common name","aster kingii barnebyana","NULL","6","not listed"
"no common name","astragalus amphioxys musimonum","NULL","1","not listed"
"no common name","astragalus collinus laurentii","NULL","1","not listed"
"no common name","astragalus diaphanus diurnus","NULL","1","not listed"
"no common name","astragalus geyeri triquetrus","NULL","1","not listed"
"no common name","astragalus gilviflora purpureus","NULL","6","not listed"
"no common name","astragalus jejunus articulatus","NULL","6","not listed"
"no common name","astragalus lentiginosus ambiguus","NULL","2","not listed"
"no common name","astragalus lentiginosus antonius","NULL","1","not listed"
"no common name","astragalus limnocharis limnocharis","NULL","6","not listed"
"no common name","astragalus limnocharis tabulaeus","NULL","6","not listed"
"no common name","astragalus oophorus lonchocalyx","NULL","1","not listed"
"no common name","astragalus pulsiferae suksdorfii","NULL","1","not listed"
"no common name","astragalus subcinereus basalticus","NULL","6","not listed"
"no common name","astragalus vexilliflexus nubilus","NULL","1","not listed"
"no common name","astranthium robustum","NULL","2","not listed"
"no common name","astylis species","entire","2","not listed"
"no common name","athene cunicularia ssp. hypugaea","entire","1","not listed"
"no common name","atriplex canescens gigantea","NULL","6","not listed"
"no common name","atriplex welshii","NULL","6","not listed"
"no common name","auerodendron pauciflorum","NULL","4","e"
"no common name","aureolaria patula","NULL","4","not listed"
"no common name","automeris patagoniensis","entire","2","not listed"
"no common name","bahia bigelovii","NULL","2","not listed"
"no common name","balduina atropurpurea","NULL","4","not listed"
"no common name","balsamorhiza rosea","NULL","1","not listed"
"no common name","balsamorhiza sericea","NULL","1","not listed"
"no common name","baptisia calycosa calycosa","NULL","4","not listed"
"no common name","baptisia simplicifolia","NULL","4","not listed"
"no common name","basiphyllaea angustifolia","NULL","4","not listed"
"no common name","bazzania nudicaulis","NULL","4","not listed"
"no common name","besseya bullii","NULL","3","not listed"
"no common name","blancosoma scaturgo","NULL","6","not listed"
"no common name","bonamia menziesii","NULL","1","e"
"no common name","bothriochloa exaristata","NULL","2","not listed"
"no common name","botrychium crenulatum","NULL","1","not listed"
"no common name","botrychium mormo","NULL","3","not listed"
"no common name","botrychium pallidum","NULL","6","not listed"
"no common name","botrychium paradoxum","NULL","6","not listed"
"no common name","brachycercus tuberculatus","entire","6","not listed"
"no common name","brassia caudata","NULL","4","not listed"
"no common name","braya humilis leiocarpa","NULL","3","not listed"
"no common name","brickellia dentata","NULL","2","not listed"
"no common name","brickellia leptophylla","NULL","2","not listed"
"no common name","bromus texensis","NULL","2","not listed"
"no common name","brunfelsia portoricensis","NULL","4","not listed"
"no common name","cacalia diversifolia","NULL","4","not listed"
"no common name","cacalia rugelia","NULL","4","not listed"
"no common name","caecidotea metcalfi","entire","6","not listed"
"no common name","caecidotea tridentata","entire","6","not listed"
"no common name","caesalpinia drummondii","NULL","2","not listed"
"no common name","calamintha ashei","NULL","4","not listed"
"no common name","calamintha dentata","NULL","4","not listed"
"no common name","calliandra locoensis","NULL","4","not listed"
"no common name","calochortus nitidus","NULL","1","not listed"
"no common name","calochortus weedii vestus","NULL","1","not listed"
"no common name","calyptranthes estremerae","NULL","4","not listed"
"no common name","calyptranthes luquillensis","NULL","4","not listed"
"no common name","calyptranthes peduncularis","NULL","4","not listed"
"no common name","calyptranthes thomasiana","NULL","4","e"
"no common name","calyptranthes triflorum","NULL","4","not listed"
"no common name","camassia cusickii","NULL","1","not listed"
"no common name","camassia howellii","NULL","1","not listed"
"no common name","camissonia atwoodi","NULL","6","not listed"
"no common name","campanula rotundifolia sacajaweana","NULL","1","not listed"
"no common name","capnia arapahoe","entire","6","ns"
"no common name","cardamine penduliflora","NULL","1","not listed"
"no common name","carex mckittrickensis","NULL","2","not listed"
"no common name","carex wahuensis herbstii","NULL","1","not listed"
"no common name","cassia fasciculata macrosperma","NULL","5","not listed"
"no common name","castilleja annua","NULL","7","not listed"
"no common name","castilleja chrysantha","NULL","1","not listed"
"no common name","castilleja cruenta","NULL","2","not listed"
"no common name","castilleja fraterna","NULL","1","not listed"
"no common name","castilleja glandulifera","NULL","1","not listed"
"no common name","castilleja linoides","NULL","1","not listed"
"no common name","castilleja oresbia","NULL","1","not listed"
"no common name","castilleja parviflora olympica","NULL","1","not listed"
