"{|1}","ist autor von","wird erw�hnt in"
"becky herr-stephenson","hanging out messing around and geeking out(2010) &nbsp;&nbsp;&nbsp;living and learning with new media(2008) &nbsp;&nbsp;&nbsp;","{medienbildung und medienkompetenz|umfeldmonitoring: risiken und gefahren im internet f�r sch�lerinnen und sch�ler der volksschule|rewired|konstruktionst�tigkeit mit digitalen medien|lernen in der netzwerkgesellschaft|kinder und jugendliche im internet|hanging out messing around and geeking out}"
"kathrin hersberger","internet-rezeption im schulischen kontext(2001) (erschienen in das internet und die schule)","{medienkompetenz im sonderp�dagogischen unterricht}"
"william r. hersh","query log analysis in biomedicine(2008) (erschienen in handbook of research on web log analysis)",""
"jorge r. herskovic","query log analysis in biomedicine(2008) (erschienen in handbook of research on web log analysis)",""
"walter herth","bew�ltigte schritte neue herausforderungen(2002) &nbsp;&nbsp;&nbsp;","{konzepte und wirkungszusammenh�nge bei beschaffung und betrieb von informatikmitteln an schulen}"
"udo hertz","trust in it(2011) &nbsp;&nbsp;",""
"constanze herweg","blicke auf den physikunterricht(2006)","{zeitschrift f�r erziehungswissenschaft 13/1}"
"g�nther herz","schreibprozesse am computer(1988)","{der beitrag des schreibwerkzeugs computer zur herausbildung von schreib- und lesekompetenz j�ngerer kinder|handbuch grundschule und computer|computer und schriftspracherwerb}"
"bardo herzig","siehe bardo herzig","siehe bardo herzig"
"heinz herzka","das kind von der geburt bis zur schule(1972) &nbsp;",""
"petra herzmann","ein integrativer forschungsansatz zur �berbr�ckung der kluft zwischen grundlagen- und anwendungsorientierter forschung(2007) (erschienen in der nutzen wird vertagt ...)","{zeitschrift f�r erziehungswissenschaft 13/1}"
"christian herzog","pointra - ein intelligentes lehrsystem f�r die programmierung dynamischer verweisstrukturen(1997) (erschienen in informatik und lernen in der informationsgesellschaft)",""
"walter herzog","lernen im digitalen raum(2001)m�ssen wir standards wollen?(2005) &nbsp;&nbsp;im schatten der bildungspolitik(2006) &nbsp;&nbsp;&nbsp;forum(2006) (erschienen in modularisierung an p�dagogischen hochschulen und die folgen - eine zwischenbilanz)gesellschaftlicher wandel und schulische autonomie(1994) (erschienen in fachdidaktik deutsch)mein weg zur p�dagogischen psychologie(1992) (erschienen in neustrukturierung der lehrer(innen)bildung)reflexive praktika in der lehrerinnen- und lehrerbildung(1995) (erschienen in (i) vom wissen zum handeln - vom handeln zum wissen(ii) schulen und lehrerbildung in deutschland)professionalisierung im dilemma(1999) &nbsp;&nbsp;&nbsp;","{werden angehende lehrpersonen durch das studium kompetenter?|lehren und lernen mit neuen informations- und kommunikationstechnologien i|lehren und lernen mit neuen informations- und kommunikationstechnologien ii|vom nutzen und nachteil des internet f�r die historische erkenntnis|bildungsbericht schweiz 2006|kritische informations- und medienkompetenz}"
"hans hess","jugendliche den gezielten umgang mit neuen medien lehren(2010) &nbsp;&nbsp;&nbsp;","{internet und computerspiele: die fdp fordert tests und einen ausweis f�r sch�ler|antwort des bundesrates auf die motion 10.3256}"
"hans e. hess","bestimmungsschl�ssel zur flora der schweiz und angrenzender gebiete &nbsp;&nbsp;",""
"stephanie hess","nun gibts ipads f�r die sch�ler(2011) &nbsp;&nbsp;",""
"thomas hess","zur digitalisierung des lehrbuchs aus �konomischer sicht(2012) &nbsp;&nbsp;&nbsp;",""
"friedrich w. hesse","barriers and biases in computer-mediated knowledge communication(2005)bildungsportale(2007)a double issue for cscl 2007(2007) (erschienen in international journal of computer-supported collaborative learning volume 2)social practices of computer-supported collaborative learning(2006) (erschienen in international journal of computer-supported collaborative learning volume 1)welcome to the future(2007) (erschienen in international journal of computer-supported collaborative learning volume 2)cscl in asia(2011) (erschienen in international journal of computer-supported collaborative learning volume 6)wissen teilen im netz - ein dilemma?(2003)rapport des experts / expertenbericht(2008) (erschienen in evaluation virtueller campus schweiz)","{cscl-kompendium|scripting computer-supported collaborative learning|cscl 2009|e-learning: eine zwischenbilanz}"
"hermann hesse","steppenwolf","{miteinander reden 3}"
"wolfgang hesse","information und menschenbild(2010) &nbsp;&nbsp;ontologie(n)(2002) &nbsp;&nbsp;&nbsp;der informatiker und das 'prinzip verantwortung'(1987) (erschienen in umdenken in der informatik)",""
"s. hessel","kompendium e-learning(2003)kompendium multimediales lernen(2008) &nbsp;&nbsp;","{pda macht schule|fernausbildung geht weiter...|der einsatz von weblogs und wikis im berufsschulunterricht|mobiles lernen in der praxis|e-learning 2009}"
"wilfried hesser","aufbau von blended learning mit der open source e-lernplattform ilias an einer campus-universit�t(2003) (erschienen in digitaler campus)",""
"thomas hettche","null(2000)",""
"alfred heubaum","werkstatt: objekte sortieren(2004) (erschienen in log in 130/2004)m�glichkeiten und grenzen maschineller intelligenz(2004) (erschienen in log in 128/129/2004)betrieb eines landgasthauses(2004) (erschienen in log in 127/2004)betrieb eines landgasthauses(2003) (erschienen in log in 126/2003)",""
"marc heubeck","evaluation zur nutzung traditioneller und neuer lernmedien(2006) (erschienen in delfi 2006)",""
"sylvia heudecker","'kompetent lehren' ein zielgruppenspezifisches pilotprojekt(2010)",""
"steffan heuer","besser denn je(2006) &nbsp;&nbsp;ich habe was was du nicht hast(2007) &nbsp;&nbsp;",""
"ute heuer","aufgaben in lehrb�chern f�r sch�lerinnen und sch�ler der sekundarstufe i(2008) (erschienen in log in 154/155/2008)lauschen am internet(2007) (erschienen in infos 2007 - didaktik der informatik in theorie und praxis)",""
"helga heukeroth","selbstst�ndiges lernen in der schule(2005) (erschienen in lernwege suchen)",""
"gerd heursen","pl�doyer f�r und warnung vor neuen technologien in der schule(1984) (erschienen in informatik als herausforderung an schule und ausbildung)",""
"j. heuser","miles/smp miles/sib and miles/tapis(1990) (erschienen in iccal '90)",""
"uwe jean heuser","mensch im netz(1999) (erschienen in gdi impuls 2/99)",""
"gisela heu�","schreiben und malen mit dem computer in der grundschule(1996) (erschienen in handbuch grundschule und computer)",""
"khe foon hew","a review of research methodologies used in studies on mobile handheld devices in k-12 and higher education settings(2009) &nbsp;&nbsp;&nbsp;","{5 jahre zeitschrift f�r e-learning}"
"stephenie hewett","using video games to improve literacy levels of males(2009) (erschienen in handbook of research on new media literacy at the k-12 level)",""
"stephenie m. hewett","electronic portfolios and education(2006) (erschienen in handbook of research on literacy in technology at the k-12 level)",""
"tom hewett","creativity support tools(2006) &nbsp;&nbsp;&nbsp;","{creativity support tools|kreativit�t im informatikunterricht}"
"barbara hey","pr�sentieren in wissenschaft und forschung(2011) &nbsp;&nbsp;",""
"karl-heinz heyden","erste schritte im internet(2003)",""
"peter heyderhoff","didaktik der schulinformatik(1984) (erschienen in informatik als herausforderung an schule und ausbildung)zehn jahre bundeswettbewerb informatik(1993) (erschienen in informatik als schl�ssel zur qualifikation)",""
"petra heyer","interaktivit�t als chance kultureller praxis im umgang mit medien?(2002)",""
"susanne heyer","didaktische szenarien und deren verh�ltnis zu lernmaterialien(2006) &nbsp;&nbsp;making sense of ims learning design level b(2007) (erschienen in creating new learning experiences on a global scale)",""
"hans werner heymann","allgemeinbildung und fachunterricht(1997)allgemeinbildung und mathematik(1996)","{informatische fachkonzepte im unterricht|mathematische vorstellungen bilden|log in 135: standards in der informatischen bildung|informatik f�r alle}"
"ruth hickey","multiple literacies and environmental science education(2009) (erschienen in multiple literacy and science education)",""
"andrew hicks","snag(2010) (erschienen in iticse 2010)",""
"david l. hicks","socs(2008) (erschienen in wikisym 2008)",""
"kazuyoshi hidaka","development of geoblock(1992) (erschienen in iccal '92)",""
"christoph hieber","sie haben post!(2004)","{einf�hrung in das systemische wissensmanagement}"
"michael hielscher","atocc - didaktischer ort und erste erfahrungen(2007) (erschienen in infos 2007 - didaktik der informatik in theorie und praxis)programming-wiki(2009) &nbsp;&nbsp;ein lp-schweres problem(2008) (erschienen in log in 150/151/2008)",""
"sonja hierl","die eignung des einsatzes von topic maps f�r e-learning(2005) &nbsp;&nbsp;&nbsp;visualisierungen bei internetsuchdiensten(2009) &nbsp;&nbsp;&nbsp;konzepte zur f�rderung der wissenschaftskommunikation(2007)",""
"jennifer higgins","laptop learning: a comparison of teaching and learning in upper elementary classrooms equipped with shared carts of laptops and permanent 1:1 laptops(2004) &nbsp;&nbsp;&nbsp;assessing effects of technology on learning(2003) &nbsp;&nbsp;&nbsp;","{ubiquitous computing in k-12 classrooms|integration von tablet pcs im rahmen des medieneinsatzes einer gymnasialen oberstufe|hamburger netbook-projekt}"
"susan d. high","proofchecker(2007) (erschienen in iticse 2007)",""
"raquel hij�n-neira","a first step mapping ims learning design and merlin-mo(2011) (erschienen in iticse 2011)merlin-mo an interactions analysis system for moodle(2011) (erschienen in iticse 2011)",""
"robert hilbe","erfahrungsbericht �virtueller campus erziehungswissenschaft�(2011) &nbsp;&nbsp;",""
"david hilbert","","{regeln und repr�sentationen|computerdenken|shadows of the mind|die erfundene wirklichkeit|menschliche kommunikation|tools for thought|teil der welt|a new kind of science|diskurs�konomie|sieben wunder der informatik}"
"arne hildebrand","automatisierte augmentierung von lernobjekten in einer semantischen interpretationsschicht der hylos plattform(2005) &nbsp;&nbsp;&nbsp;",""
"knut hildebrand","social software(2006)","{erkundungen des bloggens}"
"barbara hildebrandt","support system f�r qualit�tsmanagement im e-learning(2005) &nbsp;&nbsp;&nbsp;",""
"claudia hildebrandt","didaktik der informatik - m�glichkeiten empirischer forschungsmethodenund perspektiven der fachdidaktik(2010) &nbsp;&nbsp;&nbsp;",""
"m. hildebrandt","das experimentalpsychologische praktikum im labor und im www(2002)",""
"petra hildebrandt","das kochbuch f�r geeks(2007)",""
"tomas hildebrandt","requirements and an architecture for a multimedia content re-purposing framework(2006) (erschienen in innovative approaches for learning and knowledge sharing)capturing management and utilization of lifecycle information for learning resources(2007) (erschienen in creating new learning experiences on a global scale)",""
"jos� ram�n hilera","a mobile learning tool to deliver online questionnaires(2010) (erschienen in iticse 2010)a multidisciplinary computer science master program(2008) (erschienen in iticse 2008)a system for usable unification of interfaces of learning objects in m-learning(2011) (erschienen in iticse 2011)",""
"ralf hilgenstock","online-lernen in der gruppe mit dem open-source-lernmanagementsystem moodle(2002) (erschienen in handbuch e-learning)",""
"sabrina hilger","mein computer spricht mit mir(2008) (erschienen in log in 154/155/2008)mein computer spricht mit mir!(2008) &nbsp;&nbsp;&nbsp;",""
"benjamin mako hill","reviewing and challenging socio-political approaches in the analysis of open collaboration and collective action online(2010) (erschienen in wikisym 2010)",""
"greg hill","concept maps(2005) &nbsp;&nbsp;&nbsp;","{towards a periodic table of visualization methods for management|coe: tools for collaborative ontology development and reuse|concept maps: theory methodology technology|second international conference on concept mapping|interaktive maps|delfi 2008|wikisym 2008}"
"jan hill","the calf path(2006)","{the tablet pc classroom}"
"janette r. hill","the promise of ubiquitous computing in schools(2004) &nbsp;&nbsp;&nbsp;designing resource-based learning and performance support systems(2002) (erschienen in the instructional use of learning objects)",""
"jonathan hill","integrating the tablet pc into an english-computing learning community(2006)",""
"miriam j. hill","das lexikon der verschw�rungstheorien(2000)",""
"phil hill","the state of learning management in higher education systems(2009)",""
"gisela hillenbrand","e-learning: hexenkessel oder zauberstube?(2010) &nbsp;&nbsp;&nbsp;",""
"per-anders hillgren","self-produced video to augment peer-to-peer learning(2004) (erschienen in learning with mobile devices)",""
"daniel hillis","computerlogik(2001) &nbsp;",""
"katja hilska","implementation of a wiki intranet in a health sector research institute(2008) (erschienen in wikisym 2008)",""
"james hilton","the future for higher education: sunrise or perfect storm?(2006) &nbsp;&nbsp;&nbsp;",""
