"name","latest version","description"
"meme","4.8.1-1","motif-based sequence analysis tools"
"memhandle-pm","0.06-1","supply memory-based filehandle methods"
"memtester","4.0.8-1","userspace memory subsystem fault tester"
"menu-cache","0.3.2-2","freedesktop menu specification implementation"
"menu-cache-dev","0.3.2-2","freedesktop menu specification implementation"
"menu-cache-shlibs","0.3.2-2","freedesktop menu specification implementation"
"mercurial","2.2.1-1","lightweight distributed scm"
"mercurial-keyring-py25","0.5.0-1","mercurial keyring extension"
"mercurial-keyring-py26","0.5.0-1","mercurial keyring extension"
"mercurial-keyring-py27","0.5.0-1","mercurial keyring extension"
"mercurial-py24","2.2.1-1","lightweight distributed scm"
"mercurial-py25","2.2.1-1","lightweight distributed scm"
"mercurial-py26","2.2.1-1","lightweight distributed scm"
"mercurial-py27","2.2.1-1","lightweight distributed scm"
"mergeant","0.67-6","front-end for db administrators"
"merkaartor","0.13.2-1003","openstreetmap mapping program x11 version"
"mesa","7.0.2-2","3-d graphics library"
"mesa-libglw-lesstif","7.8.2-1","xt / motif opengl widgets"
"mesa-libglw-lesstif-shlibs","7.8.2-1","xt / motif opengl widgets"
"mesa-libglw-openmotif3","7.8.2-1","xt / motif opengl widgets"
"mesa-libglw-openmotif3-shlibs","7.8.2-1","xt / motif opengl widgets"
"mesa-libglw-openmotif4","7.8.2-1","xt / motif opengl widgets"
"mesa-libglw-openmotif4-shlibs","7.8.2-1","xt / motif opengl widgets"
"mesa-shlibs","7.0.2-2","3-d graphics library"
"meschach","1.2b-1","calculations on matrices and vectors"
"meschach-shlibs","1.2b-1","calculations on matrices and vectors"
"metacity","2.8.1-1008","gnome2 default window manager"
"metacity-dev","2.8.1-1008","headers and libraries for developing with metacity"
"metacity-setup","0.7.1-1010","configure the metacity window manager"
"metacity-shlibs","2.8.1-1008","shared libraries from metacity"
"metapixel","1.0.0-2","photomosaic generator"
"metrics","1.0-2","code analysis tool"
"mew","5.2-4","mime mail reader for emacs/xemacs"
"mew-bin","5.2-4","mime mail reader for emacs/xemacs"
"mfoc","0.07-1","mifare offline cracker"
"mftrace","1.2.17-1","scalable postscript fonts for metafont"
"mgdiff","1.0-1","motif-based graphical file difference browser"
"mgv","3.1.5-1","motif postscript viewer based on ghostview"
"mhonarc","2.6.16-3001","converts mail messages to html"
"mhwaveedit","1.4.18-2","gtk+2 wave editor with several sound backends"
"mib2opennms","0.3.2-1","tool to create opennms trap events"
"mic-paren","3.7-2","advanced highlighting of parenthesis"
"mico","2.3.12-13","fully-compliant corba 2.3 implementation"
"mico-dev","2.3.12-13","fully-compliant corba 2.3 implementation"
"mico-shlibs","2.3.12-13","fully-compliant corba 2.3 implementation"
"micq","0.4.10.1-3","obsolete use package 'climm' instead"
"midilib-rb18","1.1.4-1","midi file i/o library for ruby"
"midori","0.2.8-2","slim gtk+2 browser that uses webkit"
"mifos","1.4.2-1","the application for micro finance industries"
"mikachan","9.1-1","handwritten japanese truetype fonts"
"mikmod","3.2.2-beta1-1002","module player"
"miktex-tools","2.8.3541-3","miktex package manager tools"
"milkytracker","0.90.80-1003","free clone of fasttracker"
"mime-base64-pm5100","3.05-3","perl module for base64 encoding/decoding"
"mime-base64-pm5100-bin","3.05-3","base64 encode/decode commands"
"mime-base64-pm586","3.05-3","perl module for base64 encoding/decoding"
"mime-base64-pm586-bin","3.05-3","base64 encode/decode commands"
"mime-base64-pm588","3.05-3","perl module for base64 encoding/decoding"
"mime-base64-pm588-bin","3.05-3","base64 encode/decode commands"
"mime-lite-pm","3.01-12","low-calorie mime generator"
"mime-lite-pm5100","3.028-1","low-calorie mime generator"
"mime-lite-pm586","3.028-1","low-calorie mime generator"
"mime-lite-pm588","3.028-1","low-calorie mime generator"
"mime-tools-pm5100","5.428-1","perl module for manipulating mime data"
"mime-tools-pm586","5.428-1","perl module for manipulating mime data"
"mime-tools-pm588","5.428-1","perl module for manipulating mime data"
"mime-types-pm5100","1.29-1","handle mime types"
"mime-types-pm586","1.29-1","handle mime types"
"mime-types-pm588","1.29-1","handle mime types"
"mimms","3.2.1-1","stream decoder for mms://"
"mindless","1.5-1004","play ccg against other player"
"mindless-data","050220-1","wizards of the coast magic: the gathering card database"
"minfx-py24","1.0.3-1","the minfx optimisation library"
"minfx-py25","1.0.3-1","the minfx optimisation library"
"minfx-py26","1.0.3-1","the minfx optimisation library"
"minfx-py27","1.0.3-1","the minfx optimisation library"
"ming","0.2a-8","c library to make swf (&quot;flash&quot;) format movies"
"ming-shlibs","0.2a-8","shared libraries for ming"
"mingw-binutils","2.16.91-20050827-1-4","gnu binutils for mingw"
"mingw-gcc","4.1.0-3","gnu gcc for mingw"
"mingw-runtime","3.8-1","minimalist gnu for windows - runtime"
"mingw-w32api","3.3-1","minimalist gnu for windows - win32 api"
"minialarm","1.0.1-1004","simple alarm program based on qt4"
"minicom","2.1-13","serial communication program"
"minilzip","1.2-1","mini version of lzip built with lzlib"
"minimock-py25","1.2.6-1","simplest possible mock library"
"minimock-py26","1.2.6-1","simplest possible mock library"
"minimock-py27","1.2.6-1","simplest possible mock library"
"minitube","0.9-1004","youtube downloader based on qt4"
"minitube-mac","1.3-1004","youtube downloader based on qt4-mac"
"mira","3.0.3-1002","whole genome and est sequence assembler"
"mirbsdksh","29.5-1","obsolete use mksh instead"
"mirmon","2.3-4","monitor your mirrors"
"mirte-py25","0.1.0a2-2","framework for modular applications"
"mirte-py26","0.1.0a2-2","framework for modular applications"
"mirte-py27","0.1.0a2-2","framework for modular applications"
"miscellaneous-oct305","1.0.7-7","miscellaneous package for octave"
"miscellaneous-oct324","1.0.11-7","miscellaneous package for octave"
"miscellaneous-oct343","1.0.11-7","miscellaneous package for octave"
"miscellaneous-oct360","1.1.0-1","miscellaneous package for octave"
"miscellaneous-oct361","1.1.0-1","miscellaneous package for octave"
"missing-functions-oct305","1.0.2-2","find functions in matlab but not in octave"
"missing-functions-oct324","1.0.2-2","find functions in matlab but not in octave"
"missing-functions-oct343","1.0.2-2","find functions in matlab but not in octave"
"missing-functions-oct360","1.0.2-2","find functions in matlab but not in octave"
"missing-functions-oct361","1.0.2-2","find functions in matlab but not in octave"
"mizar","7.12.01-4.166.1132-1","build and check first-order formal proofs"
"mizar-bin","7.12.01-4.166.1132-1","build and check first-order formal proofs"
"mizar-doc","7.12.01-4.166.1132-1","build and check first-order formal proofs"
"mizar-gab","4.166.1132-1","generated abstracts for articles in the mml"
"mizar-gab-html","4.166.1132-1","html presentation of generated abstracts"
"mizar-mml","7.12.01-4.166.1132-1","build and check first-order formal proofs"
"mizar-mode","7.12.01-4.166.1132-1","work with mizar files in emacs"
"mizar-semantic-mml","4.166.1132-1","semantic html presentation of the mml"
"mjpegtools","1.6.2-1005","mjpeg/mpeg capture/editing/compression tools"
"mjpegtools2-dev","1.6.2-1005","development files for mjpeg/mpeg capture/editing/compression"
"mjpegtools2-shlibs","1.6.2-1005","libraries for mjpeg/mpeg capture/editing/compression"
"mkhexgrid","0.1.1-1005","generates hexagonal grid maps"
"mkisofs","2.01.01-10.4.77","creates iso-9660 cd-rom filesystem images"
"mksh","40-4","enhanced version of the korn shell"
"mksh-cur","40-1+cvs201106150900","enhanced version of the korn shell"
"mktorrent","1.0-2","cli tool creates bittorrent metainfo files"
"mkvtoolnix-gtk","5.0.1-1","set of tools for matroska files"
"mkvtoolnix-nox","5.0.1-1","set of tools for matroska files"
"mldbm-pm","2.01-4","database interface package"
"mlpy-py25","1.2.8-2","high performance package for machine learning"
"mlpy-py26","1.2.8-2","high performance package for machine learning"
"mlterm","2.9.4-3","multilingual terminal emulator on x11"
"mlterm-shlibs","2.9.4-3","dummy package. merged into mlterm"
"mm","1.2.1-1","library for portable shared memory"
"mm-shlibs","1.2.1-1","library for portable shared memory"
"mma","1.4-1","musical midi accompaniment"
"mmdb","1.23.2-30","macromolecular coordinate library"
"mmdb-dev","1.23.2-30","macromolecular coordinate library"
"mmdb-shlibs","1.23.2-30","macromolecular coordinate library"
"mmtk","2.4.4-1002","molecular modelling toolkit"
"mmv","1.01b-1","move/copy/append/link multiple files"
"mnogosearch","3.1.21-1016","search engine"
"mnogosearch-dev","3.1.21-1013","headers and static libraries for mnogosearch"
"mnogosearch1-dev","3.1.21-1016","headers and static libraries for mnogosearch"
"mnogosearch1-shlibs","3.1.21-1016","shared libraries for mnogosearch"
"mock-py24","0.7.0b3-1","python mocking/patching library for testing"
"mock-py25","0.7.0b3-1","python mocking/patching library for testing"
"mock-py26","0.7.0b3-1","python mocking/patching library for testing"
"mock-py27","0.7.0b3-1","python mocking/patching library for testing"
"mock-py31","0.7.0b3-1","python mocking/patching library for testing"
"mockmaker","1.12.0-1","generate mock object source code"
"mockobjects","0.09-1","object-oriented unit testing framework"
"mod-perl2-pm5100","2.0.5-2","embed perl in apache 2"
"mod-perl2-pm5100-dev","2.0.5-2","embed perl in apache 2"
"mod-perl2-pm586","2.0.5-2","embed perl in apache 2"
"mod-perl2-pm586-dev","2.0.5-2","embed perl in apache 2"
"mod-perl2-pm588","2.0.5-2","embed perl in apache 2"
"mod-perl2-pm588-dev","2.0.5-2","embed perl in apache 2"
"modglue","1.10-1","extension of the unix pipe concept"
"modglue-shlibs","1.10-1","shared libs for modglue"
"module-build-pm","0.36.24-301","module::build for /usr/bin/perl"
"module-build-pm5100","0.38.00-2","alternative installer for perl modules"
"module-build-pm586","0.38.00-2","alternative installer for perl modules"
"module-build-pm588","0.38.00-2","alternative installer for perl modules"
"module-changes-pm5100","0.05-1","machine-readable changes file"
"module-changes-pm588","0.05-1","machine-readable changes file"
"module-corelist-pm5100","2.57-1","what modules shipped with versions of perl"
"module-corelist-pm586","2.57-1","what modules shipped with versions of perl"
"module-corelist-pm588","2.57-1","what modules shipped with versions of perl"
"module-cpants-analyse-pm5100","0.85-1","tests a dist for kwalitee"
"module-cpants-analyse-pm586","0.85-1","tests a dist for kwalitee"
"module-cpants-analyse-pm588","0.85-1","tests a dist for kwalitee"
"module-extractuse-pm5100","0.24-2","parse perl code to find module requirements"
"module-extractuse-pm586","0.24-2","parse perl code to find module requirements"
"module-extractuse-pm588","0.24-2","parse perl code to find module requirements"
"module-find-pm5100","0.10-1","find and use modules in a (sub)category"
"module-find-pm586","0.10-1","find and use modules in a (sub)category"
"module-find-pm588","0.10-1","find and use modules in a (sub)category"
"module-implementation-pm5100","0.06-1","loads one implementation for a module"
"module-implementation-pm586","0.06-1","loads one implementation for a module"
"module-implementation-pm588","0.06-1","loads one implementation for a module"
"module-info-pm","0.32-1","information about perl modules"
"module-install-pm5100","1.04-1","standalone extensible perl module installer"
"module-install-pm586","1.04-1","standalone extensible perl module installer"
"module-install-pm588","1.04-1","standalone extensible perl module installer"
"module-load-conditional-pm5100","0.44-1","simple caller() trace"
"module-load-conditional-pm586","0.44-1","simple caller() trace"
"module-load-conditional-pm588","0.44-1","simple caller() trace"
"module-load-pm","0.20-1","load modules in a dwim style"
"module-loaded-pm","0.06-1","runtime marking of module load status"
"module-locate-pm","1.7-1","locate perl modules"
"module-metadata-pm5100","1.000009-1","gather package info from perl module files"
"module-metadata-pm586","1.000009-1","gather package info from perl module files"
"module-metadata-pm588","1.000009-1","gather package info from perl module files"
"module-pluggable-fast-pm5100","0.19-1","fast plugins with instantiation"
"module-pluggable-fast-pm586","0.19-1","fast plugins with instantiation"
"module-pluggable-fast-pm588","0.19-1","fast plugins with instantiation"
"module-pluggable-pm5100","4.0-1","give your module the ability to have plugins"
"module-pluggable-pm586","4.0-1","give your module the ability to have plugins"
"module-pluggable-pm588","4.0-1","give your module the ability to have plugins"
"module-refresh-pm","0.16-1","refresh inc files when updated on disk"
"module-release-pm5100","2.05-1","automate software releases"
"module-release-pm586","2.05-1","automate software releases"
"module-release-pm588","2.05-1","automate software releases"
"module-runtime-pm5100","0.013-1","runtime module handling"
"module-runtime-pm586","0.013-1","runtime module handling"
"module-runtime-pm588","0.013-1","runtime module handling"
"module-scandeps-pm","1.04-1","recursively scan perl code for dependencies"
"module-signature-pm5100","0.68-1","module signature file manipulation"
"module-signature-pm586","0.68-1","module signature file manipulation"
"module-signature-pm586-bin","0.44-2","module signature file manipulation"
"module-signature-pm588","0.68-1","module signature file manipulation"
"module-versions-report-pm","1.06-1","report versions of all modules in memory"
"modulef","99-8","classic finite element package"
"modulefdoc","99-1","documentation for modulef"
"modulegraph-py24","0.9-1","python module dependency analysis tool"
"modulegraph-py25","0.9-1","python module dependency analysis tool"
"modulegraph-py26","0.9-1","python module dependency analysis tool"
"modulegraph-py27","0.9-1","python module dependency analysis tool"
"mojolicious-pm","1.89-3","the mojolicious mvc perl web framework"
"molden","4.8-4","visualize molecular and electronic structures"
"molmol","2k.2.0-1050","molecular graphics display program"
"monafont","2.90-1","freeware s-jis font for text art"
"moneymanagement","0.1-1004","calculates stock trades uses qt4"
"mongrel-rb18","1.1.5-1","fast http server for ruby"
"monkeystudio","1.5.3-1004","ide based on qt4"
"mono","2.6.4-1",".net-compatible cil engine"
"mono-addins","0.4-2","mono framework for extensible software"
"mono-dev","2.6.4-1",".net-compatible cil engine"
"mono-shlibs","2.6.4-1",".net-compatible cil engine"
"mono-tools","2.6.2-1","tools for use with the mono runtime"
"mono-xsp","2.6.4-1","mono asp.net web server"
"monodevelop","2.2.2-1","integrated development environment for c#"
"monodevelop-boo","2.2-1","boo language support for monodevelop"
"monodevelop-java","2.2-1","java language support for monodevelop"
"monodoc","2.6.4-1",".net-compatible cil engine"
"monotone","1.0-3","distributed version control system"
"monotone-viz","1.0.1-1","visualization for monotone history"
"monster-masher","1.8.1-1003","mash'em-up action game for gnome"
"moodbar","0.1.2-2","creates visual representation of audio file"
"moose-pm5100","2.0602-1","postmodern object system for perl 5"
"moose-pm586","2.0602-1","postmodern object system for perl 5"
